score_adjusted,bubble_rating,views,location_grade,amenity_count,time_to_booking,Actual_Segment,Predicted_Segment
4.21190476190476,4.0,0,100.0,33,22,Mid-Price Hotels,Mid-Price Hotels
4.05333333333333,4.0,0,100.0,15,18,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,100.0,0,17,Mid-Price Hotels,Mid-Price Hotels
4.2,4.0,0,100.0,15,5,High-Price Hotels,High-Price Hotels
4.65,4.5,0,37.0,22,22,Low-Price Hotels,Low-Price Hotels
4.50909090909091,4.5,0,100.0,25,28,Low-Price Hotels,Low-Price Hotels
4.95833333333333,5.0,0,100.0,28,19,High-Price Hotels,High-Price Hotels
2.25,2.5,0,100.0,12,26,Low-Price Hotels,Low-Price Hotels
4.42857142857143,4.5,0,57.0,1,30,Low-Price Hotels,Low-Price Hotels
4.84615384615385,5.0,0,100.0,14,8,High-Price Hotels,High-Price Hotels
4.6,4.5,0,100.0,16,12,High-Price Hotels,High-Price Hotels
4.46031746031746,4.5,0,100.0,15,4,High-Price Hotels,High-Price Hotels
4.52631578947368,4.5,0,100.0,29,4,High-Price Hotels,High-Price Hotels
3.55555555555556,3.5,0,100.0,13,14,Mid-Price Hotels,Mid-Price Hotels
3.1304347826087,3.0,0,100.0,15,20,Low-Price Hotels,Low-Price Hotels
4.78846153846154,5.0,0,100.0,40,28,Mid-Price Hotels,Low-Price Hotels
4.5,4.5,0,100.0,31,7,High-Price Hotels,High-Price Hotels
4.93137254901961,5.0,0,100.0,20,20,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,1,18,Mid-Price Hotels,Mid-Price Hotels
4.21276595744681,4.0,0,93.0,15,16,Mid-Price Hotels,Mid-Price Hotels
3.33333333333333,3.5,0,100.0,12,23,Low-Price Hotels,Low-Price Hotels
4.91666666666667,5.0,0,100.0,1,6,High-Price Hotels,High-Price Hotels
3.2,3.0,0,100.0,0,26,Low-Price Hotels,Low-Price Hotels
4.14814814814815,4.0,0,100.0,7,3,High-Price Hotels,High-Price Hotels
3.33928571428571,3.5,0,100.0,12,28,Low-Price Hotels,Low-Price Hotels
4.47826086956522,4.5,0,100.0,5,23,Low-Price Hotels,Low-Price Hotels
4.28048780487805,4.5,0,86.0,33,7,High-Price Hotels,High-Price Hotels
3.24393828067597,3.0,0,38.0,44,8,Low-Price Hotels,Low-Price Hotels
2.1,2.0,0,100.0,2,24,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,1,3,High-Price Hotels,High-Price Hotels
4.02439024390244,4.0,0,100.0,14,18,Mid-Price Hotels,Mid-Price Hotels
4.61904761904762,4.5,0,91.0,36,3,High-Price Hotels,High-Price Hotels
4.6734693877551,4.5,0,100.0,24,16,High-Price Hotels,High-Price Hotels
4.36551724137931,4.5,0,90.0,21,7,High-Price Hotels,High-Price Hotels
2.94594594594595,3.0,0,100.0,21,9,Mid-Price Hotels,Mid-Price Hotels
4.53333333333333,4.5,0,91.0,17,11,High-Price Hotels,High-Price Hotels
4.32754880694143,4.5,3,100.0,47,7,High-Price Hotels,High-Price Hotels
4.69491525423729,4.5,0,100.0,22,30,Low-Price Hotels,Low-Price Hotels
4.7,4.5,0,100.0,4,2,High-Price Hotels,High-Price Hotels
4.0,4.0,0,100.0,7,14,Mid-Price Hotels,Mid-Price Hotels
2.61363636363636,2.5,0,100.0,14,22,Low-Price Hotels,Low-Price Hotels
4.92410714285714,5.0,0,100.0,36,12,High-Price Hotels,High-Price Hotels
4.7710843373494,5.0,0,91.0,10,15,Mid-Price Hotels,Mid-Price Hotels
4.32426778242678,4.5,0,100.0,20,23,Mid-Price Hotels,Mid-Price Hotels
4.4622641509434,4.5,0,100.0,13,10,High-Price Hotels,High-Price Hotels
4.97075295581829,5.0,2,100.0,28,28,Mid-Price Hotels,Mid-Price Hotels
4.3,4.5,0,100.0,7,6,High-Price Hotels,High-Price Hotels
4.88432835820895,5.0,5,100.0,66,20,High-Price Hotels,High-Price Hotels
4.5,4.5,0,100.0,8,12,Mid-Price Hotels,Mid-Price Hotels
4.375,4.5,0,37.0,28,4,Mid-Price Hotels,Mid-Price Hotels
4.07027027027027,4.0,0,100.0,21,7,High-Price Hotels,High-Price Hotels
4.2,4.0,0,92.0,1,19,Low-Price Hotels,Low-Price Hotels
1.66666666666667,1.5,0,51.0,0,11,Low-Price Hotels,Low-Price Hotels
4.66666666666667,4.5,0,100.0,26,12,High-Price Hotels,High-Price Hotels
5.0,5.0,0,67.0,15,13,Mid-Price Hotels,Mid-Price Hotels
4.24409448818898,4.0,0,100.0,33,16,High-Price Hotels,High-Price Hotels
4.2,4.0,0,96.0,0,25,Low-Price Hotels,Low-Price Hotels
4.68571428571429,4.5,0,100.0,39,13,High-Price Hotels,High-Price Hotels
4.5,4.5,0,100.0,14,17,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,100.0,27,15,High-Price Hotels,High-Price Hotels
3.78238341968912,4.0,0,100.0,16,18,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,0,7,High-Price Hotels,High-Price Hotels
4.18032786885246,4.0,0,100.0,28,24,Mid-Price Hotels,Mid-Price Hotels
4.72727272727273,4.5,0,100.0,38,25,Mid-Price Hotels,Mid-Price Hotels
3.69175627240143,3.5,0,100.0,37,16,Mid-Price Hotels,Mid-Price Hotels
4.75,5.0,0,100.0,3,30,Low-Price Hotels,Low-Price Hotels
4.69230769230769,4.5,0,100.0,5,27,Low-Price Hotels,Low-Price Hotels
3.33333333333333,3.5,0,45.0,1,24,Low-Price Hotels,Low-Price Hotels
4.55701754385965,4.5,0,100.0,44,26,Mid-Price Hotels,Mid-Price Hotels
2.5,2.5,0,100.0,4,29,Low-Price Hotels,Low-Price Hotels
3.19153225806452,3.0,0,100.0,24,6,High-Price Hotels,High-Price Hotels
3.64285714285714,3.5,0,100.0,20,28,Low-Price Hotels,Low-Price Hotels
4.72845953002611,4.5,0,100.0,31,10,High-Price Hotels,High-Price Hotels
4.97058823529412,5.0,0,100.0,40,30,Mid-Price Hotels,Mid-Price Hotels
4.53703703703704,4.5,0,100.0,19,29,Low-Price Hotels,Low-Price Hotels
4.35338345864662,4.5,0,100.0,25,22,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,78.0,11,26,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,0,11,Mid-Price Hotels,Mid-Price Hotels
2.0,2.0,0,100.0,13,16,Low-Price Hotels,Low-Price Hotels
4.48412698412698,4.5,0,100.0,9,18,Mid-Price Hotels,Mid-Price Hotels
3.15492957746479,3.0,0,100.0,14,11,Mid-Price Hotels,Mid-Price Hotels
2.17821782178218,2.0,0,100.0,12,18,Low-Price Hotels,Low-Price Hotels
1.0,1.0,0,100.0,0,4,Low-Price Hotels,Low-Price Hotels
4.61538461538461,4.5,0,100.0,22,12,High-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,53,29,Mid-Price Hotels,Mid-Price Hotels
4.66666666666667,4.5,0,100.0,8,30,Low-Price Hotels,Low-Price Hotels
2.41935483870968,2.5,0,90.0,0,9,Low-Price Hotels,Low-Price Hotels
5.0,5.0,0,100.0,1,4,High-Price Hotels,High-Price Hotels
4.2745438748914,4.5,5,100.0,39,25,Mid-Price Hotels,Mid-Price Hotels
3.59498207885305,3.5,0,68.0,24,9,Mid-Price Hotels,Mid-Price Hotels
3.54838709677419,3.5,0,50.0,14,12,Low-Price Hotels,Low-Price Hotels
4.72687224669604,4.5,0,100.0,35,13,High-Price Hotels,High-Price Hotels
4.54838709677419,4.5,0,100.0,19,18,Mid-Price Hotels,Mid-Price Hotels
4.7,4.5,0,88.0,10,22,Low-Price Hotels,Mid-Price Hotels
3.25641025641026,3.5,0,100.0,24,23,Low-Price Hotels,Low-Price Hotels
3.06060606060606,3.0,0,100.0,15,26,Low-Price Hotels,Low-Price Hotels
3.24556616643929,3.0,0,46.0,37,30,Low-Price Hotels,Low-Price Hotels
3.0,3.0,0,100.0,0,19,Low-Price Hotels,Low-Price Hotels
4.5,4.5,0,93.0,17,8,High-Price Hotels,High-Price Hotels
1.0,1.0,0,100.0,0,6,Low-Price Hotels,Low-Price Hotels
4.82867132867133,5.0,15,100.0,43,2,High-Price Hotels,High-Price Hotels
4.25,4.5,0,89.0,15,29,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,4,4,High-Price Hotels,High-Price Hotels
4.95833333333333,5.0,0,90.0,30,20,Mid-Price Hotels,High-Price Hotels
4.85245901639344,5.0,0,69.0,7,12,Mid-Price Hotels,Mid-Price Hotels
4.61702127659574,4.5,0,100.0,23,4,High-Price Hotels,High-Price Hotels
3.98580121703854,4.0,0,100.0,15,2,High-Price Hotels,High-Price Hotels
5.0,5.0,0,83.0,11,16,Mid-Price Hotels,Mid-Price Hotels
4.87606837606838,5.0,0,88.0,13,6,High-Price Hotels,High-Price Hotels
3.44444444444444,3.5,0,100.0,27,3,High-Price Hotels,High-Price Hotels
4.13333333333333,4.0,0,71.0,14,4,Mid-Price Hotels,Mid-Price Hotels
4.7979797979798,5.0,0,87.0,11,8,High-Price Hotels,High-Price Hotels
3.40298507462687,3.5,0,100.0,40,25,Low-Price Hotels,Low-Price Hotels
3.45360824742268,3.5,0,80.0,14,14,Low-Price Hotels,Low-Price Hotels
3.88571428571429,4.0,0,100.0,39,26,Mid-Price Hotels,Low-Price Hotels
4.73883161512027,4.5,0,100.0,24,24,Mid-Price Hotels,Mid-Price Hotels
2.88,3.0,0,42.0,1,6,Low-Price Hotels,Low-Price Hotels
3.83333333333333,4.0,0,100.0,16,12,Mid-Price Hotels,Mid-Price Hotels
3.66666666666667,3.5,0,87.0,13,30,Low-Price Hotels,Low-Price Hotels
4.42857142857143,4.5,0,83.0,11,1,High-Price Hotels,High-Price Hotels
4.45933014354067,4.5,5,100.0,52,21,High-Price Hotels,High-Price Hotels
4.49428571428571,4.5,0,100.0,21,13,High-Price Hotels,High-Price Hotels
4.12380952380952,4.0,0,100.0,17,7,High-Price Hotels,High-Price Hotels
4.30434782608696,4.5,0,85.0,31,10,High-Price Hotels,High-Price Hotels
4.26298701298701,4.5,0,100.0,15,27,Low-Price Hotels,Low-Price Hotels
4.51428571428571,4.5,0,93.0,34,23,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,11,14,High-Price Hotels,High-Price Hotels
4.56521739130435,4.5,0,100.0,23,27,Low-Price Hotels,Mid-Price Hotels
4.56,4.5,0,100.0,11,6,High-Price Hotels,High-Price Hotels
4.0,4.0,0,60.0,0,7,Low-Price Hotels,Mid-Price Hotels
1.0,1.0,0,99.0,3,29,Low-Price Hotels,Low-Price Hotels
4.66101694915254,4.5,0,100.0,32,5,High-Price Hotels,High-Price Hotels
4.82692307692308,5.0,0,82.0,42,27,Mid-Price Hotels,Mid-Price Hotels
2.70348837209302,2.5,0,100.0,21,30,Low-Price Hotels,Low-Price Hotels
3.33207547169811,3.5,0,87.0,19,15,Low-Price Hotels,Low-Price Hotels
3.33333333333333,3.5,0,100.0,0,7,Mid-Price Hotels,Mid-Price Hotels
2.77272727272727,3.0,0,100.0,0,18,Low-Price Hotels,Low-Price Hotels
2.0,2.0,0,75.0,3,1,Low-Price Hotels,Low-Price Hotels
4.67719298245614,4.5,9,100.0,42,29,Mid-Price Hotels,Low-Price Hotels
4.02690582959641,4.0,0,48.0,50,24,Low-Price Hotels,Low-Price Hotels
1.6,1.5,0,47.0,1,2,Low-Price Hotels,Low-Price Hotels
3.11538461538462,3.0,0,100.0,17,15,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,86.0,8,30,Low-Price Hotels,Low-Price Hotels
3.5,3.5,0,53.0,18,5,Mid-Price Hotels,Mid-Price Hotels
4.88679245283019,5.0,0,92.0,37,2,High-Price Hotels,High-Price Hotels
4.0,4.0,0,87.0,8,12,Mid-Price Hotels,Mid-Price Hotels
4.2,4.0,0,66.0,23,4,Mid-Price Hotels,High-Price Hotels
1.33333333333333,1.5,0,100.0,0,19,Low-Price Hotels,Low-Price Hotels
2.83333333333333,3.0,0,87.0,0,18,Low-Price Hotels,Low-Price Hotels
4.29032258064516,4.5,0,100.0,20,1,High-Price Hotels,High-Price Hotels
4.92307692307692,5.0,0,100.0,33,28,Mid-Price Hotels,Mid-Price Hotels
4.92307692307692,5.0,0,100.0,15,26,Mid-Price Hotels,Mid-Price Hotels
4.4,4.5,0,100.0,14,12,High-Price Hotels,High-Price Hotels
4.44444444444444,4.5,0,100.0,0,1,High-Price Hotels,High-Price Hotels
4.8780487804878,5.0,0,100.0,34,27,Mid-Price Hotels,Mid-Price Hotels
3.56410256410256,3.5,0,100.0,13,22,Low-Price Hotels,Low-Price Hotels
4.74025974025974,4.5,0,100.0,34,26,Mid-Price Hotels,Mid-Price Hotels
2.54545454545455,2.5,0,100.0,12,7,Mid-Price Hotels,Mid-Price Hotels
4.28571428571429,4.5,0,99.0,24,9,High-Price Hotels,High-Price Hotels
4.375,4.5,0,100.0,15,15,Mid-Price Hotels,Mid-Price Hotels
4.95733788395904,5.0,0,100.0,17,5,High-Price Hotels,High-Price Hotels
3.1875,3.0,0,100.0,21,30,Low-Price Hotels,Low-Price Hotels
4.65333333333333,4.5,0,87.0,16,20,Mid-Price Hotels,Low-Price Hotels
5.0,5.0,0,100.0,30,21,Mid-Price Hotels,High-Price Hotels
3.21428571428571,3.0,0,100.0,12,17,Low-Price Hotels,Low-Price Hotels
4.29370629370629,4.5,0,64.0,23,21,Low-Price Hotels,Low-Price Hotels
3.71386138613861,3.5,0,100.0,21,23,Low-Price Hotels,Low-Price Hotels
4.80952380952381,5.0,0,100.0,16,13,High-Price Hotels,High-Price Hotels
4.5,4.5,0,100.0,0,7,High-Price Hotels,High-Price Hotels
4.86681715575621,5.0,17,90.0,36,20,High-Price Hotels,High-Price Hotels
4.66666666666667,4.5,0,50.0,1,19,Low-Price Hotels,Low-Price Hotels
3.30392156862745,3.5,0,100.0,5,11,Mid-Price Hotels,Mid-Price Hotels
4.9426523297491,5.0,0,87.0,15,28,Low-Price Hotels,Low-Price Hotels
4.92012779552716,5.0,0,100.0,21,14,High-Price Hotels,High-Price Hotels
1.0,1.0,0,100.0,0,30,Low-Price Hotels,Low-Price Hotels
2.89772727272727,3.0,0,100.0,4,28,Low-Price Hotels,Low-Price Hotels
3.7840616966581,4.0,0,100.0,23,20,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,87.0,47,25,Mid-Price Hotels,Mid-Price Hotels
3.7,3.5,0,100.0,21,28,Low-Price Hotels,Low-Price Hotels
4.19444444444444,4.0,0,100.0,5,26,Low-Price Hotels,Low-Price Hotels
4.58536585365854,4.5,0,100.0,29,5,High-Price Hotels,High-Price Hotels
4.80769230769231,5.0,0,100.0,12,11,High-Price Hotels,High-Price Hotels
3.53846153846154,3.5,0,100.0,15,7,High-Price Hotels,High-Price Hotels
4.36762225969646,4.5,0,97.0,42,22,Mid-Price Hotels,Mid-Price Hotels
2.5,2.5,0,100.0,0,13,Low-Price Hotels,Low-Price Hotels
3.5,3.5,0,99.0,33,2,High-Price Hotels,High-Price Hotels
3.62068965517241,3.5,0,74.0,18,12,Mid-Price Hotels,Low-Price Hotels
4.51,4.5,0,100.0,10,29,Low-Price Hotels,Low-Price Hotels
4.88888888888889,5.0,0,100.0,14,18,Mid-Price Hotels,Mid-Price Hotels
3.47297297297297,3.5,0,100.0,9,4,High-Price Hotels,High-Price Hotels
4.62222222222222,4.5,0,100.0,35,4,High-Price Hotels,High-Price Hotels
4.52941176470588,4.5,0,100.0,19,1,High-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,6,24,Mid-Price Hotels,Mid-Price Hotels
4.03954802259887,4.0,0,100.0,30,23,Mid-Price Hotels,Mid-Price Hotels
3.71428571428571,3.5,0,100.0,6,13,Mid-Price Hotels,Mid-Price Hotels
4.38461538461539,4.5,0,100.0,6,20,Mid-Price Hotels,Low-Price Hotels
4.46621621621622,4.5,0,100.0,12,13,Mid-Price Hotels,High-Price Hotels
4.6,4.5,0,100.0,29,6,High-Price Hotels,High-Price Hotels
3.33962264150943,3.5,0,100.0,23,21,Low-Price Hotels,Low-Price Hotels
2.33333333333333,2.5,0,99.0,18,17,Low-Price Hotels,Low-Price Hotels
3.8,4.0,0,100.0,11,26,Low-Price Hotels,Low-Price Hotels
4.51020408163265,4.5,0,82.0,20,17,Mid-Price Hotels,Mid-Price Hotels
4.2192513368984,4.0,0,74.0,27,3,High-Price Hotels,High-Price Hotels
3.83333333333333,4.0,0,43.0,1,24,Low-Price Hotels,Low-Price Hotels
3.74765100671141,3.5,0,100.0,34,5,High-Price Hotels,High-Price Hotels
4.38888888888889,4.5,0,100.0,35,14,High-Price Hotels,High-Price Hotels
4.25,4.5,0,100.0,0,18,Mid-Price Hotels,Mid-Price Hotels
4.18181818181818,4.0,0,89.0,15,11,Mid-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,20,4,High-Price Hotels,High-Price Hotels
4.43860222077074,4.5,7,100.0,49,22,High-Price Hotels,High-Price Hotels
3.15384615384615,3.0,0,100.0,26,6,High-Price Hotels,Mid-Price Hotels
4.22727272727273,4.0,0,100.0,22,30,Low-Price Hotels,Low-Price Hotels
4.125,4.0,0,38.0,4,27,Low-Price Hotels,Low-Price Hotels
2.19349593495935,2.0,0,86.0,25,30,Low-Price Hotels,Low-Price Hotels
4.45588235294118,4.5,0,100.0,13,8,High-Price Hotels,High-Price Hotels
4.73152709359606,4.5,0,86.0,17,30,Low-Price Hotels,Low-Price Hotels
4.57142857142857,4.5,0,100.0,8,1,High-Price Hotels,High-Price Hotels
3.51851851851852,3.5,0,100.0,34,26,Low-Price Hotels,Low-Price Hotels
4.56521739130435,4.5,0,100.0,16,21,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,74.0,12,13,Low-Price Hotels,Low-Price Hotels
4.57142857142857,4.5,0,100.0,39,6,High-Price Hotels,High-Price Hotels
4.32876712328767,4.5,0,83.0,22,29,Low-Price Hotels,Low-Price Hotels
3.1,3.0,0,100.0,1,16,Low-Price Hotels,Low-Price Hotels
2.0,2.0,0,82.0,4,19,Low-Price Hotels,Low-Price Hotels
3.81578947368421,4.0,0,100.0,20,26,Low-Price Hotels,Low-Price Hotels
4.59826589595376,4.5,0,75.0,26,17,Mid-Price Hotels,Mid-Price Hotels
4.39130434782609,4.5,0,73.0,21,23,Low-Price Hotels,Low-Price Hotels
3.16129032258065,3.0,0,100.0,23,10,Mid-Price Hotels,Mid-Price Hotels
4.19177075679647,4.0,6,100.0,31,5,High-Price Hotels,High-Price Hotels
2.78787878787879,3.0,0,100.0,8,2,Mid-Price Hotels,High-Price Hotels
1.33333333333333,1.5,0,100.0,5,20,Low-Price Hotels,Low-Price Hotels
4.51401869158879,4.5,0,100.0,36,12,High-Price Hotels,High-Price Hotels
3.1699604743083,3.0,0,74.0,23,14,Low-Price Hotels,Low-Price Hotels
4.56521739130435,4.5,0,100.0,25,11,High-Price Hotels,High-Price Hotels
4.43617021276596,4.5,0,100.0,28,1,High-Price Hotels,High-Price Hotels
4.0,4.0,0,89.0,1,1,High-Price Hotels,High-Price Hotels
4.5,4.5,0,100.0,12,9,High-Price Hotels,High-Price Hotels
4.23529411764706,4.0,0,83.0,4,27,Low-Price Hotels,Low-Price Hotels
3.57894736842105,3.5,0,51.0,13,6,Low-Price Hotels,Low-Price Hotels
5.0,5.0,0,92.0,0,20,Mid-Price Hotels,Mid-Price Hotels
4.25,4.5,0,99.0,7,8,High-Price Hotels,Mid-Price Hotels
4.5,4.5,0,91.0,0,29,Low-Price Hotels,Low-Price Hotels
5.0,5.0,0,91.0,32,22,Mid-Price Hotels,High-Price Hotels
2.0,2.0,0,100.0,5,7,Low-Price Hotels,Low-Price Hotels
4.44736842105263,4.5,0,73.0,8,23,Low-Price Hotels,Low-Price Hotels
4.40350877192982,4.5,0,68.0,16,5,Mid-Price Hotels,Mid-Price Hotels
4.16666666666667,4.0,0,100.0,8,21,Low-Price Hotels,Low-Price Hotels
4.4,4.5,0,47.0,23,8,Mid-Price Hotels,Mid-Price Hotels
4.8,5.0,0,82.0,21,10,High-Price Hotels,High-Price Hotels
4.53684210526316,4.5,0,100.0,19,11,High-Price Hotels,High-Price Hotels
4.3134328358209,4.5,0,100.0,18,28,Low-Price Hotels,Low-Price Hotels
4.72727272727273,4.5,0,72.0,25,17,Mid-Price Hotels,Mid-Price Hotels
2.7,2.5,0,100.0,18,29,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,2,3,High-Price Hotels,High-Price Hotels
4.6,4.5,0,100.0,3,1,High-Price Hotels,High-Price Hotels
4.38321995464853,4.5,7,100.0,25,26,Mid-Price Hotels,Mid-Price Hotels
3.37413394919169,3.5,0,61.0,39,20,Low-Price Hotels,Low-Price Hotels
2.53846153846154,2.5,0,42.0,14,3,Low-Price Hotels,Low-Price Hotels
4.21212121212121,4.0,0,100.0,22,2,High-Price Hotels,High-Price Hotels
4.44047619047619,4.5,0,100.0,6,6,High-Price Hotels,High-Price Hotels
4.32835820895522,4.5,0,100.0,32,8,High-Price Hotels,High-Price Hotels
3.0,3.0,0,87.0,0,19,Low-Price Hotels,Low-Price Hotels
4.63829787234043,4.5,0,100.0,30,17,High-Price Hotels,High-Price Hotels
4.60079051383399,4.5,0,100.0,29,26,Mid-Price Hotels,Mid-Price Hotels
4.63475177304965,4.5,2,100.0,19,28,Low-Price Hotels,Low-Price Hotels
4.72727272727273,4.5,0,100.0,31,30,Mid-Price Hotels,Low-Price Hotels
3.36585365853659,3.5,0,100.0,14,4,High-Price Hotels,High-Price Hotels
4.75,5.0,0,100.0,14,6,High-Price Hotels,High-Price Hotels
1.0,1.0,0,100.0,6,13,Low-Price Hotels,Low-Price Hotels
4.50704225352113,4.5,0,100.0,29,13,High-Price Hotels,High-Price Hotels
4.825,5.0,0,100.0,38,30,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,0,25,Low-Price Hotels,Low-Price Hotels
4.61538461538461,4.5,0,77.0,4,27,Low-Price Hotels,Low-Price Hotels
2.60869565217391,2.5,0,100.0,13,14,Low-Price Hotels,Low-Price Hotels
4.44897959183673,4.5,0,100.0,20,6,High-Price Hotels,High-Price Hotels
4.90476190476191,5.0,0,87.0,9,5,High-Price Hotels,High-Price Hotels
1.0,1.0,0,79.0,0,23,Low-Price Hotels,Low-Price Hotels
4.39393939393939,4.5,0,100.0,18,25,Low-Price Hotels,Low-Price Hotels
4.45588235294118,4.5,0,100.0,25,27,Low-Price Hotels,Mid-Price Hotels
4.79120879120879,5.0,0,100.0,24,4,High-Price Hotels,High-Price Hotels
4.84390243902439,5.0,0,100.0,16,8,High-Price Hotels,High-Price Hotels
4.89795918367347,5.0,0,83.0,10,8,High-Price Hotels,High-Price Hotels
4.88135593220339,5.0,0,43.0,18,5,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,9,2,High-Price Hotels,High-Price Hotels
4.53846153846154,4.5,0,100.0,20,17,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,100.0,1,19,Low-Price Hotels,Low-Price Hotels
3.5,3.5,0,100.0,0,14,Mid-Price Hotels,Low-Price Hotels
4.57289879931389,4.5,0,100.0,45,7,High-Price Hotels,High-Price Hotels
3.99186991869919,4.0,0,100.0,32,23,Mid-Price Hotels,Mid-Price Hotels
4.9010101010101,5.0,0,100.0,20,9,High-Price Hotels,High-Price Hotels
3.81972111553785,4.0,0,100.0,24,15,Mid-Price Hotels,Mid-Price Hotels
4.47096774193548,4.5,0,100.0,34,28,Mid-Price Hotels,Mid-Price Hotels
4.75,5.0,0,50.0,13,29,Low-Price Hotels,Low-Price Hotels
5.0,5.0,0,50.0,8,7,Mid-Price Hotels,Mid-Price Hotels
2.8,3.0,0,100.0,7,11,Mid-Price Hotels,Low-Price Hotels
4.73451327433628,4.5,0,65.0,26,15,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,41.0,1,6,Low-Price Hotels,Mid-Price Hotels
4.88071065989848,5.0,0,100.0,21,12,High-Price Hotels,High-Price Hotels
3.66534810126582,3.5,0,47.0,40,10,Mid-Price Hotels,Low-Price Hotels
4.32926829268293,4.5,0,100.0,14,16,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,100.0,12,19,Mid-Price Hotels,Mid-Price Hotels
3.92857142857143,4.0,0,100.0,24,11,High-Price Hotels,Mid-Price Hotels
3.57983193277311,3.5,0,100.0,17,17,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,100.0,1,2,High-Price Hotels,High-Price Hotels
4.50588235294118,4.5,0,100.0,37,29,Mid-Price Hotels,Mid-Price Hotels
4.33333333333333,4.5,0,100.0,0,12,Mid-Price Hotels,Mid-Price Hotels
4.30649588289113,4.5,3,100.0,35,7,High-Price Hotels,High-Price Hotels
4.43548387096774,4.5,0,100.0,31,28,Mid-Price Hotels,Low-Price Hotels
5.0,5.0,0,100.0,22,3,High-Price Hotels,High-Price Hotels
4.71830985915493,4.5,0,82.0,19,23,Low-Price Hotels,Low-Price Hotels
3.79405940594059,4.0,0,100.0,21,22,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,10,12,Mid-Price Hotels,Mid-Price Hotels
4.53333333333333,4.5,0,100.0,24,30,Low-Price Hotels,Low-Price Hotels
4.57983193277311,4.5,0,100.0,32,1,High-Price Hotels,High-Price Hotels
3.0,3.0,0,100.0,13,25,Low-Price Hotels,Low-Price Hotels
2.0,2.0,0,100.0,0,27,Low-Price Hotels,Low-Price Hotels
2.09090909090909,2.0,0,100.0,18,6,Mid-Price Hotels,Mid-Price Hotels
3.36538461538462,3.5,0,100.0,21,10,Mid-Price Hotels,Mid-Price Hotels
3.86666666666667,4.0,0,100.0,50,4,High-Price Hotels,High-Price Hotels
4.96,5.0,0,100.0,26,11,High-Price Hotels,High-Price Hotels
4.6,4.5,0,99.0,20,27,Low-Price Hotels,Low-Price Hotels
4.6952380952381,4.5,0,100.0,7,23,Mid-Price Hotels,Low-Price Hotels
4.9811320754717,5.0,0,67.0,16,26,Low-Price Hotels,Low-Price Hotels
2.85185185185185,3.0,0,100.0,19,28,Low-Price Hotels,Low-Price Hotels
4.38235294117647,4.5,0,100.0,41,24,Mid-Price Hotels,Mid-Price Hotels
4.78571428571429,5.0,0,100.0,3,25,Low-Price Hotels,Low-Price Hotels
3.26352530541012,3.5,0,100.0,21,30,Low-Price Hotels,Low-Price Hotels
4.58383233532934,4.5,0,100.0,15,3,High-Price Hotels,High-Price Hotels
4.16,4.0,0,100.0,17,13,Mid-Price Hotels,Mid-Price Hotels
4.35714285714286,4.5,0,100.0,21,15,Mid-Price Hotels,High-Price Hotels
4.47408716136631,4.5,8,100.0,35,23,Mid-Price Hotels,High-Price Hotels
4.87654320987654,5.0,0,100.0,39,3,High-Price Hotels,High-Price Hotels
4.87150837988827,5.0,0,100.0,27,29,Mid-Price Hotels,Mid-Price Hotels
4.86666666666667,5.0,0,100.0,23,30,Low-Price Hotels,Mid-Price Hotels
3.0,3.0,0,100.0,0,16,Low-Price Hotels,Low-Price Hotels
4.81818181818182,5.0,0,100.0,14,8,High-Price Hotels,High-Price Hotels
4.73469387755102,4.5,0,91.0,39,20,Mid-Price Hotels,High-Price Hotels
4.39893617021277,4.5,0,100.0,20,27,Low-Price Hotels,Low-Price Hotels
4.5,4.5,0,100.0,5,19,Mid-Price Hotels,Mid-Price Hotels
4.69155206286837,4.5,2,100.0,28,21,Mid-Price Hotels,High-Price Hotels
4.0,4.0,0,100.0,10,15,Mid-Price Hotels,Mid-Price Hotels
4.58426966292135,4.5,0,100.0,27,16,High-Price Hotels,High-Price Hotels
